period,respondent,respondent-name,type,type-name,value,value-units
2024-04-16T05,TEN,Tennessee,DF,Day-ahead demand forecast,15771,megawatthours
2024-04-16T05,WALC,Western Area Power Administration - Desert Southwest Region,DF,Day-ahead demand forecast,1021,megawatthours
2024-04-16T05,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,2572,megawatthours
2024-04-16T05,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,28708,megawatthours
2024-04-16T05,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,3644,megawatthours
2024-04-16T05,WACM,Western Area Power Administration - Rocky Mountain Region,DF,Day-ahead demand forecast,2976,megawatthours
2024-04-16T05,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,6649,megawatthours
2024-04-16T05,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,1399,megawatthours
2024-04-16T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24689,megawatthours
2024-04-16T05,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,890,megawatthours
2024-04-16T05,BANC,Balancing Authority of Northern California,D,Demand,1770,megawatthours
2024-04-16T05,SEC,Seminole Electric Cooperative,D,Demand,174,megawatthours
2024-04-16T05,TVA,Tennessee Valley Authority,D,Demand,15727,megawatthours
2024-04-16T05,IID,Imperial Irrigation District,D,Demand,369,megawatthours
2024-04-16T05,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,3584,megawatthours
2024-04-16T05,AZPS,Arizona Public Service Company,D,Demand,3394,megawatthours
2024-04-16T05,PNM,Public Service Company of New Mexico,D,Demand,1559,megawatthours
2024-04-16T05,SE,Southeast,D,Demand,21222,megawatthours
2024-04-16T05,TEPC,Tucson Electric Power,D,Demand,1252,megawatthours
2024-04-16T05,MIDA,Mid-Atlantic,D,Demand,74508,megawatthours
2024-04-16T05,US48,United States Lower 48,D,Demand,399206,megawatthours
2024-04-16T05,ISNE,ISO New England,D,Demand,9810,megawatthours
2024-04-16T05,HST,City of Homestead,D,Demand,54,megawatthours
2024-04-16T05,CPLE,Duke Energy Progress East,D,Demand,5478,megawatthours
2024-04-16T05,PACW,PacifiCorp West,D,Demand,2284,megawatthours
2024-04-16T05,CENT,Central,D,Demand,29176,megawatthours
2024-04-16T05,NY,New York,D,Demand,13307,megawatthours
2024-04-16T05,FPC,"Duke Energy Florida, Inc.",D,Demand,4563,megawatthours
2024-04-16T05,PSCO,Public Service Company of Colorado,D,Demand,,megawatthours
2024-04-16T05,NEVP,Nevada Power Company,D,Demand,3575,megawatthours
2024-04-16T05,SW,Southwest,D,Demand,11500,megawatthours
2024-04-16T05,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,2211,megawatthours
2024-04-16T05,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,172,megawatthours
2024-04-16T05,EPE,El Paso Electric Company,D,Demand,865,megawatthours
2024-04-16T05,NYIS,New York Independent System Operator,D,Demand,13307,megawatthours
2024-04-16T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,21222,megawatthours
2024-04-16T05,PJM,"PJM Interconnection, LLC",D,Demand,74508,megawatthours
2024-04-16T05,TAL,City of Tallahassee,D,Demand,230,megawatthours
2024-04-16T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47092,megawatthours
2024-04-16T05,NE,New England,D,Demand,9810,megawatthours
2024-04-16T05,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,554,megawatthours
2024-04-16T05,MIDW,Midwest,D,Demand,66318,megawatthours
2024-04-16T05,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,0,megawatthours
2024-04-16T05,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,71,megawatthours
2024-04-16T05,TEN,Tennessee,D,Demand,15727,megawatthours
2024-04-16T05,NW,Northwest,D,Demand,39027,megawatthours
2024-04-16T05,DOPD,PUD No. 1 of Douglas County,D,Demand,220,megawatthours
2024-04-16T05,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,3422,megawatthours
2024-04-16T05,SWPP,Southwest Power Pool,D,Demand,29160,megawatthours
2024-04-16T05,TEX,Texas,D,Demand,47092,megawatthours
2024-04-16T05,BPAT,Bonneville Power Administration,D,Demand,6849,megawatthours
2024-04-16T05,CAR,Carolinas,D,Demand,20330,megawatthours
2024-04-16T05,FPL,Florida Power & Light Co.,D,Demand,11726,megawatthours
2024-04-16T05,DUK,Duke Energy Carolinas,D,Demand,10021,megawatthours
2024-04-16T05,GVL,Gainesville Regional Utilities,D,Demand,183,megawatthours
2024-04-16T05,LDWP,Los Angeles Department of Water and Power,D,Demand,2493,megawatthours
2024-04-16T05,FMPP,Florida Municipal Power Pool,D,Demand,1561,megawatthours
2024-04-16T05,CISO,California Independent System Operator,D,Demand,24779,megawatthours
2024-04-16T05,TIDC,Turlock Irrigation District,D,Demand,304,megawatthours
2024-04-16T05,PACE,PacifiCorp East,D,Demand,5538,megawatthours
2024-04-16T05,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,724,megawatthours
2024-04-16T05,AECI,"Associated Electric Cooperative, Inc.",D,Demand,1891,megawatthours
2024-04-16T05,SCL,Seattle City Light,D,Demand,1136,megawatthours
2024-04-16T05,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,1909,megawatthours
2024-04-16T05,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,46886,megawatthours
2024-04-16T05,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,184.1,megawatthours
2024-04-16T05,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,3264,megawatthours
2024-04-16T05,SE,Southeast,DF,Day-ahead demand forecast,21167,megawatthours
2024-04-16T05,TEX,Texas,DF,Day-ahead demand forecast,46886,megawatthours
2024-04-16T05,SCL,Seattle City Light,DF,Day-ahead demand forecast,1111,megawatthours
2024-04-16T05,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,15771,megawatthours
2024-04-16T05,AVA,Avista Corporation,DF,Day-ahead demand forecast,1344,megawatthours
2024-04-16T05,SPA,Southwestern Power Administration,DF,Day-ahead demand forecast,53,megawatthours
2024-04-16T05,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1462,megawatthours
2024-04-16T05,SW,Southwest,DF,Day-ahead demand forecast,11366,megawatthours
2024-04-16T05,PSCO,Public Service Company of Colorado,DF,Day-ahead demand forecast,4456,megawatthours
2024-04-16T05,TIDC,Turlock Irrigation District,DF,Day-ahead demand forecast,297,megawatthours
2024-04-16T05,CAL,California,DF,Day-ahead demand forecast,29695,megawatthours
2024-04-16T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,21167,megawatthours
2024-04-16T05,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,65239,megawatthours
2024-04-16T05,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3251,megawatthours
2024-04-16T05,CENT,Central,DF,Day-ahead demand forecast,28761,megawatthours
2024-04-16T05,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,553,megawatthours
2024-04-16T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50553,megawatthours
2024-04-16T04,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,72277,megawatthours
2024-04-16T04,SC,South Carolina Public Service Authority,DF,Day-ahead demand forecast,2730,megawatthours
2024-04-16T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,22845,megawatthours
2024-04-16T04,US48,United States Lower 48,DF,Day-ahead demand forecast,383195.3,megawatthours
2024-04-16T04,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,164,megawatthours
2024-04-16T04,HST,City of Homestead,DF,Day-ahead demand forecast,63,megawatthours
2024-04-16T04,TEN,Tennessee,DF,Day-ahead demand forecast,16960,megawatthours
2024-04-16T04,NE,New England,DF,Day-ahead demand forecast,10260,megawatthours
2024-04-16T04,WACM,Western Area Power Administration - Rocky Mountain Region,DF,Day-ahead demand forecast,3109,megawatthours
2024-04-16T04,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,210,megawatthours
2024-04-16T04,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,6874,megawatthours
2024-04-16T04,CENT,Central,DF,Day-ahead demand forecast,30470,megawatthours
2024-04-16T04,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,67605,megawatthours
2024-04-16T04,SE,Southeast,DF,Day-ahead demand forecast,22845,megawatthours
2024-04-16T04,SPA,Southwestern Power Administration,DF,Day-ahead demand forecast,54,megawatthours
2024-04-16T04,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,1470,megawatthours
2024-04-16T04,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,2670,megawatthours
2024-04-16T04,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,187.3,megawatthours
2024-04-16T04,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,49848,megawatthours
2024-04-16T04,EPE,El Paso Electric Company,D,Demand,960,megawatthours
2024-04-16T04,PACE,PacifiCorp East,D,Demand,5882,megawatthours
2024-04-16T04,NE,New England,D,Demand,10330,megawatthours
2024-04-16T04,SC,South Carolina Public Service Authority,D,Demand,2404,megawatthours
2024-04-16T04,DUK,Duke Energy Carolinas,D,Demand,10933,megawatthours
2024-04-16T04,JEA,JEA,D,Demand,1260,megawatthours
2024-04-16T04,SPA,Southwestern Power Administration,D,Demand,-198,megawatthours
2024-04-16T04,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,3548,megawatthours
2024-04-16T04,JEA,JEA,DF,Day-ahead demand forecast,1401,megawatthours
2024-04-16T04,CAL,California,DF,Day-ahead demand forecast,30535,megawatthours
2024-04-16T04,NY,New York,DF,Day-ahead demand forecast,13720,megawatthours
2024-04-16T04,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,16960,megawatthours
2024-04-16T04,TEC,Tampa Electric Company,DF,Day-ahead demand forecast,2195,megawatthours
2024-04-16T04,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,2699,megawatthours
2024-04-16T04,TAL,City of Tallahassee,DF,Day-ahead demand forecast,281,megawatthours
2024-04-16T04,CAR,Carolinas,DF,Day-ahead demand forecast,5098,megawatthours
2024-04-16T04,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,578,megawatthours
2024-04-16T04,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1536,megawatthours
2024-04-16T04,WALC,Western Area Power Administration - Desert Southwest Region,DF,Day-ahead demand forecast,1034,megawatthours
2024-04-16T04,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2115,megawatthours
2024-04-16T04,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1572,megawatthours
2024-04-16T04,FLA,Florida,DF,Day-ahead demand forecast,18262,megawatthours
2024-04-16T04,PSCO,Public Service Company of Colorado,DF,Day-ahead demand forecast,4779,megawatthours
2024-04-16T04,NW,Northwest,DF,Day-ahead demand forecast,27785.3,megawatthours
2024-04-16T04,TIDC,Turlock Irrigation District,DF,Day-ahead demand forecast,306,megawatthours
2024-04-16T04,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,166,megawatthours
2024-04-16T04,SW,Southwest,DF,Day-ahead demand forecast,11955,megawatthours
2024-04-16T04,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,1286,megawatthours
2024-04-16T04,AVA,Avista Corporation,DF,Day-ahead demand forecast,1418,megawatthours
2024-04-16T04,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,72277,megawatthours
2024-04-16T04,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,983,megawatthours
2024-04-16T04,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1835,megawatthours
2024-04-16T04,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,371,megawatthours
2024-04-16T04,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,3419,megawatthours
2024-04-16T04,ISNE,ISO New England,DF,Day-ahead demand forecast,10260,megawatthours
2024-04-16T04,TEX,Texas,DF,Day-ahead demand forecast,49848,megawatthours
2024-04-16T04,SCEG,"Dominion Energy South Carolina, Inc.",DF,Day-ahead demand forecast,2368,megawatthours
2024-04-16T04,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,13720,megawatthours
2024-04-16T04,MIDW,Midwest,DF,Day-ahead demand forecast,73180,megawatthours
2024-04-16T04,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,3513,megawatthours
2024-04-16T04,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1732,megawatthours
2024-04-16T04,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3460,megawatthours
2024-04-16T04,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,12420,megawatthours
2024-04-16T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25324,megawatthours
2024-04-16T04,SCL,Seattle City Light,D,Demand,1180,megawatthours
2024-04-16T04,LDWP,Los Angeles Department of Water and Power,D,Demand,2561,megawatthours
2024-04-16T04,DOPD,PUD No. 1 of Douglas County,D,Demand,230,megawatthours
2024-04-16T04,SEC,Seminole Electric Cooperative,D,Demand,200,megawatthours
2024-04-16T04,NY,New York,D,Demand,14035,megawatthours
2024-04-16T04,BPAT,Bonneville Power Administration,D,Demand,7084,megawatthours
2024-04-16T04,AVA,Avista Corporation,D,Demand,1434,megawatthours
2024-04-16T04,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,82,megawatthours
2024-04-16T04,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,726,megawatthours
2024-04-16T04,PGE,Portland General Electric Company,D,Demand,2649,megawatthours
2024-04-16T04,NYIS,New York Independent System Operator,D,Demand,14035,megawatthours
2024-04-16T04,CPLW,Duke Energy Progress West,D,Demand,438,megawatthours
2024-04-16T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68274,megawatthours
2024-04-16T04,CENT,Central,D,Demand,31004,megawatthours
2024-04-16T04,TEC,Tampa Electric Company,D,Demand,2095,megawatthours
2024-04-16T04,CAL,California,D,Demand,29409,megawatthours
2024-04-16T04,TAL,City of Tallahassee,D,Demand,263,megawatthours
2024-04-16T04,SW,Southwest,D,Demand,12116,megawatthours
2024-04-16T04,PSEI,"Puget Sound Energy, Inc.",D,Demand,3079,megawatthours
2024-04-16T04,TIDC,Turlock Irrigation District,D,Demand,311,megawatthours
2024-04-16T04,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,1055,megawatthours
2024-04-16T04,PJM,"PJM Interconnection, LLC",D,Demand,78082,megawatthours
2024-04-16T04,FLA,Florida,D,Demand,23796,megawatthours
2024-04-16T04,MIDW,Midwest,D,Demand,74659,megawatthours
2024-04-16T04,CAR,Carolinas,D,Demand,22175,megawatthours
2024-04-16T04,GVL,Gainesville Regional Utilities,D,Demand,207,megawatthours
2024-04-16T04,FPL,Florida Power & Light Co.,D,Demand,13174,megawatthours
2024-04-16T04,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,560,megawatthours
2024-04-16T04,SCL,Seattle City Light,DF,Day-ahead demand forecast,1155,megawatthours
2024-04-16T04,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,3787,megawatthours
2024-04-16T04,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,30416,megawatthours
2024-04-16T04,HST,City of Homestead,D,Demand,62,megawatthours
2024-04-16T04,PACW,PacifiCorp West,D,Demand,2386,megawatthours
2024-04-16T04,TEX,Texas,D,Demand,50553,megawatthours
2024-04-16T04,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,178,megawatthours
2024-04-16T04,NW,Northwest,D,Demand,40487,megawatthours
2024-04-16T04,TVA,Tennessee Valley Authority,D,Demand,17097,megawatthours
2024-04-16T04,ISNE,ISO New England,D,Demand,10330,megawatthours
2024-04-16T04,TEPC,Tucson Electric Power,D,Demand,1332,megawatthours
2024-04-16T04,IID,Imperial Irrigation District,D,Demand,391,megawatthours
2024-04-16T04,FPC,"Duke Energy Florida, Inc.",D,Demand,5190,megawatthours
2024-04-16T04,CPLE,Duke Energy Progress East,D,Demand,6030,megawatthours
2024-04-16T04,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,3620,megawatthours
2024-04-16T04,NEVP,Nevada Power Company,D,Demand,3777,megawatthours
2024-04-16T04,SE,Southeast,D,Demand,22983,megawatthours
2024-04-16T04,AECI,"Associated Electric Cooperative, Inc.",D,Demand,2137,megawatthours
2024-04-16T04,BANC,Balancing Authority of Northern California,D,Demand,1857,megawatthours
2024-04-16T04,NWMT,NorthWestern Corporation,D,Demand,1295,megawatthours
2024-04-16T04,FMPP,Florida Municipal Power Pool,D,Demand,1345,megawatthours
2024-04-16T04,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,2370,megawatthours
2024-04-16T04,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,4248,megawatthours
2024-04-16T04,US48,United States Lower 48,D,Demand,426726,megawatthours
2024-04-16T04,CISO,California Independent System Operator,D,Demand,24289,megawatthours
2024-04-16T04,MIDA,Mid-Atlantic,D,Demand,78082,megawatthours
2024-04-16T04,SWPP,Southwest Power Pool,D,Demand,30978,megawatthours
2024-04-16T04,PNM,Public Service Company of New Mexico,D,Demand,1630,megawatthours
2024-04-16T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,22983,megawatthours
2024-04-16T04,IPCO,Idaho Power Company,D,Demand,1712,megawatthours
2024-04-16T04,PSCO,Public Service Company of Colorado,D,Demand,4613,megawatthours
2024-04-16T04,AZPS,Arizona Public Service Company,D,Demand,3591,megawatthours
2024-04-16T04,TEN,Tennessee,D,Demand,17097,megawatthours
2024-04-16T03,SPA,Southwestern Power Administration,DF,Day-ahead demand forecast,55,megawatthours
2024-04-16T03,FLA,Florida,DF,Day-ahead demand forecast,20438,megawatthours
2024-04-16T03,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,1492,megawatthours
2024-04-16T03,SCEG,"Dominion Energy South Carolina, Inc.",DF,Day-ahead demand forecast,2584,megawatthours
2024-04-16T03,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2334,megawatthours
2024-04-16T03,TEN,Tennessee,D,Demand,18728,megawatthours
2024-04-16T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53047,megawatthours
